"otu","num_isolates","domain","e-value","type"
"M00595:42:000000000-A5J1T:1:1102:21531:14220",2,"DBLa0.9",1.5e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1102:21561:11509",4,"DBLa0.18",3.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1102:21576:12132",4,"DBLa0.5",9.6e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1102:21693:16187",2,"DBLa0.5",3.2e-61,"B/C"
"M00595:42:000000000-A5J1T:1:1102:21697:13502",2,"DBLa0.1",1.7e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1102:21777:17939",2,"DBLa0.6",2.8e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1102:21887:5120",2,"DBLa0.17",4.6e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1102:22099:22658",2,"DBLa0.3",1.2e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1102:22171:10674",5,"DBLa0.3",2.8e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1102:22305:14615",2,"DBLa0.9",1.6e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1102:22779:20238",2,"DBLa0.17",4.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1102:22910:22995",3,"DBLa0.12",1.9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:22916:17222",3,"DBLa0.1",1.1e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1102:22916:17624",3,"DBLa0.3",1.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:23460:13882",3,"DBLa0.9",2.9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:23587:5106",2,"DBLa1.8",2.5e-54,"A"
"M00595:42:000000000-A5J1T:1:1102:23664:8045",4,"DBLa0.9",3.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1102:23682:10365",2,"DBLa0.12",1.2e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1102:23754:19387",3,"DBLa0.3",2.7e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1102:24076:9280",2,"DBLa0.1",1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:24276:6807",2,"DBLa1.8",5.2e-57,"A"
"M00595:42:000000000-A5J1T:1:1102:24387:13146",2,"DBLa0.14",9.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1102:24472:10431",2,"DBLa1.5",4.4e-51,"A"
"M00595:42:000000000-A5J1T:1:1102:24498:21363",2,"DBLa0.21",1.8e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1102:24537:13166",2,"DBLa0.21",1.7e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:24747:13842",3,"DBLa0.4",7.7e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1102:24881:13019",2,"DBLa0.11",2.7e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1102:24884:13220",2,"DBLa0.9",9.7e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:25161:14687",5,"DBLa1.8",1.4e-52,"A"
"M00595:42:000000000-A5J1T:1:1102:25460:5496",3,"DBLa0.8",5.4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1102:25505:15415",5,"DBLa1.2",8e-55,"A"
"M00595:42:000000000-A5J1T:1:1102:25637:17384",10,"DBLa1.2",7.9e-55,"A"
"M00595:42:000000000-A5J1T:1:1102:25873:16977",2,"DBLa0.1",5.9e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1102:25940:9977",3,"DBLa0.8",9.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1102:26126:15318",2,"DBLa1.1",2.7e-55,"A"
"M00595:42:000000000-A5J1T:1:1102:26164:17027",2,"DBLa0.8",3.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:26430:18289",2,"DBLa0.7",2.4e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1102:26446:8654",2,"DBLa0.9",1.8e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1102:26596:13626",7,"DBLa0.4",1.6e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1102:27653:17532",3,"DBLa0.8",6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:28261:13900",6,"DBLa1.2",8.2e-49,"A"
"M00595:42:000000000-A5J1T:1:1102:28730:10751",2,"DBLa0.18",6.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:4265:8435",2,"DBLa0.9",2.9e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1102:4581:16091",4,"DBLa0.8",1.4e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1102:4977:18583",2,"DBLa0.1",6.5e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1102:5482:16813",5,"DBLa0.5",4.1e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1102:5679:14522",3,"DBLa0.14",2.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1102:5712:10858",5,"DBLa0.9",2.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1102:5757:18623",3,"DBLa0.5",2.2e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1102:5806:4889",2,"DBLa1.8",2e-54,"A"
"M00595:42:000000000-A5J1T:1:1102:5869:10043",2,"DBLa0.4",3.4e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1102:6106:8382",6,"DBLa0.3",9.4e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1102:7067:17845",2,"DBLa0.8",7.7e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:7245:10988",4,"DBLa1.8",1.2e-60,"A"
"M00595:42:000000000-A5J1T:1:1102:7492:13494",6,"DBLa0.5",4.6e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1102:7499:19028",5,"DBLa0.4",8.8e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1102:7694:6939",2,"DBLa0.19",1.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1102:7709:15641",5,"DBLa1.4",4.5e-48,"A"
"M00595:42:000000000-A5J1T:1:1102:7759:22887",2,"DBLa0.3",1.8e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1102:7776:14044",10,"DBLa1.2",3e-53,"A"
"M00595:42:000000000-A5J1T:1:1102:8021:19043",2,"DBLa1.8",1.6e-58,"A"
"M00595:42:000000000-A5J1T:1:1102:8291:4786",3,"DBLa0.11",4.1e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1102:8338:15662",5,"DBLa0.1",6.9e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1102:8517:18005",2,"DBLa0.8",3.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1102:8524:16299",2,"DBLa0.11",2.4e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1102:8542:15394",2,"DBLa0.1",2.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1102:8948:17605",2,"DBLa0.9",1.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1102:8948:6136",2,"DBLa0.8",1.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9038:15563",6,"DBLa0.7",6e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9056:15574",39,"DBLa0.4",1.2e-61,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9253:14686",2,"DBLa0.18",4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9462:23652",3,"DBLa0.8",2.7e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9570:17598",9,"DBLa0.1",8.9e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9578:9723",3,"DBLa0.24",1.4e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9639:12916",2,"DBLa0.8",5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9688:16694",4,"DBLa0.9",4.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9751:5134",2,"DBLa0.11",9.2e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9812:20772",3,"DBLa0.8",7.9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9815:17423",3,"DBLa0.4",1.5e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1102:9873:7018",4,"DBLa1.5",5.6e-48,"A"
"M00595:42:000000000-A5J1T:1:1102:9899:16787",6,"DBLa1.8",1.1e-51,"A"
"M00595:42:000000000-A5J1T:1:1103:10432:18436",2,"DBLa0.5",4e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1103:10605:5561",2,"DBLa0.10",9.2e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:10759:17188",4,"DBLa0.24",3.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:10769:19976",2,"DBLa0.3",4.1e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1103:10832:10248",4,"DBLa1.4",5.8e-49,"A"
"M00595:42:000000000-A5J1T:1:1103:10858:17037",2,"DBLa0.12",9.6e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:10951:13078",6,"DBLa0.8",4.9e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11040:2022",6,"DBLa0.18",2.7e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11049:2778",4,"DBLa0.1",4.1e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11134:20850",5,"DBLa0.8",1.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11136:21022",3,"DBLa0.17",5.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11148:10947",5,"DBLa0.3",2.1e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11257:2878",2,"DBLa0.8",8.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11277:20392",2,"DBLa0.11",1.2e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11308:10356",2,"DBLa0.12",1.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11571:8485",3,"DBLa0.4",2.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11595:8752",3,"DBLa0.4",5.1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11611:19530",3,"DBLa0.22",1.6e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11779:22768",4,"DBLa0.8",8.1e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11809:19410",2,"DBLa0.8",7.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11853:12727",2,"DBLa0.17",2.8e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1103:11966:9332",2,"DBLa0.3",3.3e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12029:16055",2,"DBLa0.9",3.1e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12423:10389",3,"DBLa0.9",2.6e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12588:6318",5,"DBLa0.3",8.5e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12591:9740",2,"DBLa0.11",1.7e-62,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12646:17103",3,"DBLa0.4",8.8e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12735:3563",3,"DBLa0.11",1.5e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12774:14866",2,"DBLa2",3.7e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12775:14283",7,"DBLa0.1",8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12793:23489",2,"DBLa0.5",7.1e-61,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12809:7219",4,"DBLa1.4",6.6e-38,"A"
"M00595:42:000000000-A5J1T:1:1103:12854:23660",3,"DBLa0.12",2.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:12998:9494",2,"DBLa0.1",6.3e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13087:23210",2,"DBLa0.23",1.6e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13206:2462",2,"DBLa0.9",3.2e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13272:20472",2,"DBLa0.8",3.6e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13411:16914",2,"DBLa0.23",7.5e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13517:24082",2,"DBLa0.5",2.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13565:22570",7,"DBLa0.23",1e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13727:22352",2,"DBLa0.12",6.8e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13841:24265",3,"DBLa0.1",5.6e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:13905:21093",5,"DBLa1.8",8e-54,"A"
"M00595:42:000000000-A5J1T:1:1103:13911:15230",2,"DBLa0.1",5.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:14179:23517",2,"DBLa0.23",2.8e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1103:14325:7127",3,"DBLa0.6",2.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:14393:20003",2,"DBLa0.18",4.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:14660:10304",2,"DBLa0.4",2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:14673:5789",5,"DBLa1.8",1.4e-53,"A"
"M00595:42:000000000-A5J1T:1:1103:14750:15540",2,"DBLa0.8",4.6e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1103:14799:23509",5,"DBLa1.8",1.7e-55,"A"
"M00595:42:000000000-A5J1T:1:1103:15002:19585",2,"DBLa0.8",2.2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:15293:10268",2,"DBLa0.1",1.6e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:15342:15745",7,"DBLa0.8",3.6e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1103:15387:13067",2,"DBLa0.5",2.3e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1103:15488:9535",2,"DBLa0.8",9e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:15565:12488",2,"DBLa0.24",2.8e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1103:15804:16640",2,"DBLa0.19",4.8e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:15973:21352",39,"DBLa0.18",5.1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1103:15997:5232",2,"DBLa2",1.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16058:20588",3,"DBLa0.5",2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16136:3430",4,"DBLa0.8",2.8e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16178:13507",7,"DBLa0.8",6.7e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16264:11725",2,"DBLa0.18",8.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16326:13116",2,"DBLa0.11",5.8e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16352:13195",3,"DBLa0.8",4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16363:10455",2,"DBLa0.12",3.4e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16392:20835",2,"DBLa0.17",5.1e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16409:12616",5,"DBLa1.7",9.3e-55,"A"
"M00595:42:000000000-A5J1T:1:1103:16453:4245",2,"DBLa1.8",4.3e-59,"A"
"M00595:42:000000000-A5J1T:1:1103:16486:1577",2,"DBLa0.3",8.6e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16544:4285",4,"DBLa0.1",4.7e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16835:14790",3,"DBLa0.2",7.2e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16920:4678",3,"DBLa0.1",1.6e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16940:11925",4,"DBLa0.3",1.4e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1103:16961:11169",4,"DBLa0.1",5.7e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17032:22069",3,"DBLa0.5",3.3e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17085:2243",7,"DBLa0.12",2.9e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17135:13742",5,"DBLa0.23",6.1e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17238:12375",3,"DBLa0.3",4.8e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17290:14007",2,"DBLa0.1",1.2e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17295:1559",3,"DBLa0.8",8.8e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17377:13757",2,"DBLa0.5",1.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17463:7522",4,"DBLa0.11",1.3e-62,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17481:8809",3,"DBLa2",3.1e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17544:11500",8,"DBLa0.4",7.2e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17610:18919",2,"DBLa0.23",2e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17701:3571",2,"DBLa0.24",1.6e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17743:16427",3,"DBLa0.18",8.6e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17771:14146",2,"DBLa1.2",2.3e-54,"A"
"M00595:42:000000000-A5J1T:1:1103:17906:21125",8,"DBLa0.10",2.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:17967:13983",3,"DBLa1.1",3.4e-53,"A"
"M00595:42:000000000-A5J1T:1:1103:18027:13798",2,"DBLa0.1",1.3e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:18102:21181",3,"DBLa0.1",5.4e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1103:18107:21689",2,"DBLa0.12",1.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:18164:4908",2,"DBLa1.4",1.6e-49,"A"
"M00595:42:000000000-A5J1T:1:1103:18328:4031",3,"DBLa0.1",8.1e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:18564:7229",24,"DBLa0.11",1.2e-64,"B/C"
"M00595:42:000000000-A5J1T:1:1103:18895:8494",3,"DBLa0.9",3.9e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1103:18946:22252",6,"DBLa1.8",6.1e-55,"A"
"M00595:42:000000000-A5J1T:1:1103:19553:18295",2,"DBLa0.11",7.2e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1103:19791:14160",4,"DBLa0.1",1.1e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1103:19836:10812",2,"DBLa0.11",2.8e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20085:13756",3,"DBLa0.18",7e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20534:17112",3,"DBLa0.1",4e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20678:12835",3,"DBLa0.23",8.5e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20680:4257",4,"DBLa1.1",4.3e-52,"A"
"M00595:42:000000000-A5J1T:1:1103:20705:21236",2,"DBLa0.9",4.9e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20788:20625",4,"DBLa0.20",9.4e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20814:7888",2,"DBLa0.9",3.9e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20818:21583",8,"DBLa0.8",8.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20894:8429",12,"DBLa0.17",3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20902:15686",2,"DBLa0.12",9.5e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:20914:4139",3,"DBLa0.8",1.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21010:23021",2,"DBLa2",1.8e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21027:4476",5,"DBLa0.1",1.3e-57,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21074:6959",2,"DBLa0.12",9.1e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21296:16269",2,"DBLa1.8",4.8e-56,"A"
"M00595:42:000000000-A5J1T:1:1103:21371:13103",111,"DBLa0.22",8e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21440:4287",3,"DBLa0.1",1.4e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21523:10293",2,"DBLa0.14",3.2e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21634:10428",3,"DBLa0.8",1.4e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21652:11382",2,"DBLa0.4",1.6e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:21690:17527",3,"DBLa0.9",5.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:22075:6975",2,"DBLa0.8",5.6e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1103:22254:14171",11,"DBLa0.3",3.5e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1103:22690:10797",3,"DBLa0.3",1.5e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:22717:13773",3,"DBLa0.9",1.1e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:22841:10539",2,"DBLa0.23",2.1e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1103:23182:2002",2,"DBLa2",5e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:23563:18144",3,"DBLa0.24",2.4e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:23582:7582",3,"DBLa0.8",9.1e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:23735:20837",3,"DBLa0.21",1.6e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:23988:15243",2,"DBLa0.1",2.3e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:24183:12420",2,"DBLa0.9",1.6e-50,"B/C"
"M00595:42:000000000-A5J1T:1:1103:24458:19657",3,"DBLa1.5",1.3e-47,"A"
"M00595:42:000000000-A5J1T:1:1103:24711:18743",2,"DBLa0.5",1.2e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:24749:17567",6,"DBLa2",4.5e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1103:24918:11734",6,"DBLa0.24",2.8e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:24957:18280",3,"DBLa0.22",1.7e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:25190:10831",2,"DBLa0.5",4.1e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:25260:19513",10,"DBLa0.1",5.5e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:25702:7691",5,"DBLa0.15",8.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1103:25818:6899",9,"DBLa0.18",2e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:25922:21413",2,"DBLa1.4",5.3e-48,"A"
"M00595:42:000000000-A5J1T:1:1103:26053:13048",4,"DBLa0.11",4.2e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:26235:9203",2,"DBLa0.11",1.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1103:26543:15529",10,"DBLa0.3",7.8e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1103:26968:12319",8,"DBLa0.18",5.9e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1103:27564:10105",2,"DBLa0.9",1.3e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:28304:17341",3,"DBLa0.23",2.7e-46,"B/C"
"M00595:42:000000000-A5J1T:1:1103:28631:16876",2,"DBLa0.11",8.1e-59,"B/C"
"M00595:42:000000000-A5J1T:1:1103:4203:11154",2,"DBLa0.19",2.7e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1103:5093:8832",5,"DBLa0.9",3.6e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:5211:12774",4,"DBLa1.4",4.8e-46,"A"
"M00595:42:000000000-A5J1T:1:1103:5280:6702",3,"DBLa0.12",7.4e-48,"B/C"
"M00595:42:000000000-A5J1T:1:1103:5418:10720",3,"DBLa0.23",8.3e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1103:6306:14375",16,"DBLa1.4",2.1e-44,"A"
"M00595:42:000000000-A5J1T:1:1103:6373:7832",2,"DBLa0.19",2.3e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:6829:19515",2,"DBLa0.5",1.1e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1103:6865:12445",2,"DBLa0.8",9.7e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:7113:17311",3,"DBLa0.23",1.5e-44,"B/C"
"M00595:42:000000000-A5J1T:1:1103:7504:7453",5,"DBLa0.9",2.3e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1103:7587:22540",2,"DBLa0.19",1e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:7638:9165",3,"DBLa1.8",6.7e-57,"A"
"M00595:42:000000000-A5J1T:1:1103:7685:17830",2,"DBLa0.10",1.5e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:7719:10240",3,"DBLa0.9",2.7e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:7945:17515",12,"DBLa0.18",5.7e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:8185:15581",2,"DBLa0.20",2.4e-54,"B/C"
"M00595:42:000000000-A5J1T:1:1103:8185:16473",4,"DBLa0.9",3.5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:8332:4082",4,"DBLa0.23",5.7e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1103:8500:18127",2,"DBLa0.5",2.5e-56,"B/C"
"M00595:42:000000000-A5J1T:1:1103:8506:18226",2,"DBLa2",5.2e-49,"B/C"
"M00595:42:000000000-A5J1T:1:1103:8628:7263",4,"DBLa0.9",1.4e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:8692:9239",2,"DBLa0.1",1.3e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:8712:8060",4,"DBLa0.21",5.7e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1103:9033:14864",6,"DBLa0.1",7.5e-60,"B/C"
"M00595:42:000000000-A5J1T:1:1103:9259:19586",4,"DBLa0.5",7.5e-58,"B/C"
"M00595:42:000000000-A5J1T:1:1103:9333:14731",3,"DBLa0.9",6.3e-51,"B/C"
"M00595:42:000000000-A5J1T:1:1103:9448:12538",2,"DBLa0.12",3.5e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1103:9668:18825",5,"DBLa0.5",1.1e-52,"B/C"
"M00595:42:000000000-A5J1T:1:1103:9712:19073",3,"DBLa0.23",2.5e-47,"B/C"
"M00595:42:000000000-A5J1T:1:1103:9759:21141",2,"DBLa0.19",6.5e-43,"B/C"
"M00595:42:000000000-A5J1T:1:1104:10006:10802",3,"DBLa1.8",3e-55,"A"
"M00595:42:000000000-A5J1T:1:1104:10006:18898",2,"DBLa0.5",1.5e-53,"B/C"
"M00595:42:000000000-A5J1T:1:1104:10132:21926",2,"DBLa1.8",6.7e-55,"A"
"M00595:42:000000000-A5J1T:1:1104:10245:12031",3,"DBLa0.9",7e-55,"B/C"
"M00595:42:000000000-A5J1T:1:1104:10258:10407",4,"DBLa0.3",2.7e-31,"B/C"
"M00595:42:000000000-A5J1T:1:1104:10287:21537",3,"DBLa0.11",1.7e-45,"B/C"
"M00595:42:000000000-A5J1T:1:1104:10362:7569",2,"DBLa0.24",1.8e-47,"B/C"
